booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone,fk_flight_valid
B1549,MASKED,AI020,2025-12-16 11:37:36.952,CONFIRMED,MASKED,24A,MASKED,MASKED,True
B1550,MASKED,6F079,2025-12-06 11:37:36.952,CONFIRMED,MASKED,10D,MASKED,MASKED,True
B1552,MASKED,UK046,2026-02-06 11:37:36.952,PENDING,MASKED,32D,MASKED,MASKED,True
B1553,MASKED,SJ217,2025-11-15 11:37:36.952,CONFIRMED,MASKED,33D,MASKED,MASKED,True
B1554,MASKED,6F142,2025-08-26 11:37:36.952,CANCELLED,MASKED,8D,MASKED,MASKED,True
B1555,MASKED,SJ139,2026-04-04 11:37:36.952,CONFIRMED,MASKED,3B,MASKED,MASKED,True
B1556,MASKED,6F059,2026-01-18 11:37:36.952,CANCELLED,MASKED,31D,MASKED,MASKED,True
B1557,MASKED,6F067,2025-08-10 11:37:36.952,PENDING,MASKED,17A,MASKED,MASKED,True
B1558,MASKED,AI007,2025-08-07 11:37:36.952,PENDING,MASKED,27A,MASKED,MASKED,True
B1559,MASKED,UK202,2026-01-20 11:37:36.952,CONFIRMED,MASKED,5F,MASKED,MASKED,True
B1560,MASKED,AI200,2026-03-07 11:37:36.952,CONFIRMED,MASKED,18C,MASKED,MASKED,True
B1561,MASKED,UK172,2026-01-27 11:37:36.952,PENDING,MASKED,18C,MASKED,MASKED,True
B1562,MASKED,6F214,2025-05-01 11:37:36.952,CONFIRMED,MASKED,10B,MASKED,MASKED,True
B1563,MASKED,UK037,2025-09-11 11:37:36.952,PENDING,MASKED,27B,MASKED,MASKED,True
B1564,MASKED,AI022,2025-08-14 11:37:36.952,PENDING,MASKED,17F,MASKED,MASKED,True
B1565,MASKED,AI243,2026-02-06 11:37:36.952,CANCELLED,MASKED,20D,MASKED,MASKED,True
B1566,MASKED,SJ174,2025-10-08 11:37:36.952,CONFIRMED,MASKED,29F,MASKED,MASKED,True
B1567,MASKED,SJ079,2025-11-13 11:37:36.952,PENDING,MASKED,9A,MASKED,MASKED,True
B1568,MASKED,UK097,2025-12-21 11:37:36.952,CONFIRMED,MASKED,21A,MASKED,MASKED,True
B1569,MASKED,AI013,2025-12-26 11:37:36.952,CANCELLED,MASKED,14E,MASKED,MASKED,True
B1570,MASKED,UK196,2025-11-21 11:37:36.952,CANCELLED,MASKED,25E,MASKED,MASKED,True
B1571,MASKED,SJ213,2025-11-06 11:37:36.952,CONFIRMED,MASKED,2C,MASKED,MASKED,True
B1572,MASKED,UK119,2025-05-26 11:37:36.952,CONFIRMED,MASKED,5D,MASKED,MASKED,True
B1573,MASKED,AI043,2026-03-18 11:37:36.952,PENDING,MASKED,19B,MASKED,MASKED,True
B1574,MASKED,AI043,2025-04-29 11:37:36.952,CANCELLED,MASKED,18A,MASKED,MASKED,True
B1575,MASKED,AI143,2025-06-16 11:37:36.952,CANCELLED,MASKED,2B,MASKED,MASKED,True
B1577,MASKED,6F050,2026-01-24 11:37:36.952,CONFIRMED,MASKED,23A,MASKED,MASKED,True
B1578,MASKED,AI134,2025-12-25 11:37:36.952,PENDING,MASKED,6B,MASKED,MASKED,True
B1579,MASKED,6F182,2025-04-24 11:37:36.952,CONFIRMED,MASKED,28E,MASKED,MASKED,True
B1580,MASKED,SJ086,2025-10-08 11:37:36.952,CONFIRMED,MASKED,20D,MASKED,MASKED,True
B1581,MASKED,6F170,2025-08-06 11:37:36.952,CONFIRMED,MASKED,3D,MASKED,MASKED,True
B1582,MASKED,UK168,2025-04-24 11:37:36.952,PENDING,MASKED,34B,MASKED,MASKED,True
B1584,MASKED,UK075,2025-04-28 11:37:36.952,CANCELLED,MASKED,21C,MASKED,MASKED,True
B1585,MASKED,6F233,2026-01-08 11:37:36.952,CANCELLED,MASKED,1C,MASKED,MASKED,True
B1586,MASKED,SJ143,2025-11-13 11:37:36.952,CANCELLED,MASKED,25B,MASKED,MASKED,True
B1587,MASKED,SJ246,2025-06-28 11:37:36.952,PENDING,MASKED,34E,MASKED,MASKED,True
B1588,MASKED,SJ247,2025-11-04 11:37:36.952,CONFIRMED,MASKED,10B,MASKED,MASKED,True
B1589,MASKED,UK157,2025-08-31 11:37:36.952,PENDING,MASKED,3D,MASKED,MASKED,True
B1590,MASKED,UK069,2026-04-01 11:37:36.952,CONFIRMED,MASKED,25B,MASKED,MASKED,True
B1591,MASKED,AI106,2025-11-20 11:37:36.952,CANCELLED,MASKED,8A,MASKED,MASKED,True
B1592,MASKED,UK085,2025-11-17 11:37:36.952,CONFIRMED,MASKED,24F,MASKED,MASKED,True
B1594,MASKED,AI067,2025-06-01 11:37:36.952,CONFIRMED,MASKED,25E,MASKED,MASKED,True
B1595,MASKED,6F226,2026-01-07 11:37:36.952,PENDING,MASKED,4E,MASKED,MASKED,True
B1596,MASKED,SJ210,2025-12-20 11:37:36.952,CONFIRMED,MASKED,15E,MASKED,MASKED,True
B1597,MASKED,6F269,2025-10-23 11:37:36.952,CONFIRMED,MASKED,33A,MASKED,MASKED,True
B1598,MASKED,UK013,2026-01-02 11:37:36.952,CONFIRMED,MASKED,11B,MASKED,MASKED,True
B1599,MASKED,UK013,2025-09-30 11:37:36.952,PENDING,MASKED,9E,MASKED,MASKED,True
B1600,MASKED,UK143,2025-07-20 11:37:36.952,PENDING,MASKED,2C,MASKED,MASKED,True
B1601,MASKED,6F262,2025-09-07 11:37:36.952,PENDING,MASKED,28D,MASKED,MASKED,True
B1603,MASKED,SJ118,2025-12-06 11:37:36.952,CANCELLED,MASKED,17E,MASKED,MASKED,True
B1604,MASKED,SJ118,2025-11-17 11:37:36.952,CANCELLED,MASKED,3C,MASKED,MASKED,True
B1605,MASKED,SJ082,2025-10-03 11:37:36.952,CANCELLED,MASKED,6C,MASKED,MASKED,True
B1606,MASKED,6F015,2025-07-18 11:37:36.952,CONFIRMED,MASKED,23E,MASKED,MASKED,True
B1608,MASKED,SJ110,2025-06-28 11:37:36.952,CANCELLED,MASKED,10B,MASKED,MASKED,True
B1609,MASKED,SJ042,2025-10-21 11:37:36.952,CANCELLED,MASKED,19D,MASKED,MASKED,True
B1610,MASKED,6F145,2025-10-13 11:37:36.952,CONFIRMED,MASKED,27A,MASKED,MASKED,True
B1611,MASKED,UK029,2026-01-05 11:37:36.952,CANCELLED,MASKED,14C,MASKED,MASKED,True
B1612,MASKED,SJ200,2025-04-18 11:37:36.952,CANCELLED,MASKED,28C,MASKED,MASKED,True
B1613,MASKED,SJ209,2026-01-29 11:37:36.952,CONFIRMED,MASKED,6A,MASKED,MASKED,True
B1615,MASKED,6F117,2025-05-23 11:37:36.952,CANCELLED,MASKED,33B,MASKED,MASKED,True
B1616,MASKED,SJ181,2025-12-23 11:37:36.952,PENDING,MASKED,17A,MASKED,MASKED,True
B1618,MASKED,AI070,2026-01-19 11:37:36.952,CONFIRMED,MASKED,1B,MASKED,MASKED,True
B1619,MASKED,UK042,2026-02-05 11:37:36.952,PENDING,MASKED,13A,MASKED,MASKED,True
B1620,MASKED,AI169,2026-02-24 11:37:36.952,PENDING,MASKED,1B,MASKED,MASKED,True
B1621,MASKED,6F021,2025-12-21 11:37:36.952,PENDING,MASKED,27A,MASKED,MASKED,True
B1622,MASKED,SJ046,2025-06-23 11:37:36.952,PENDING,MASKED,19F,MASKED,MASKED,True
B1623,MASKED,AI211,2025-08-17 11:37:36.952,CANCELLED,MASKED,22B,MASKED,MASKED,True
B1624,MASKED,SJ091,2025-12-20 11:37:36.952,CANCELLED,MASKED,34F,MASKED,MASKED,True
B1625,MASKED,AI123,2026-04-05 11:37:36.952,PENDING,MASKED,7D,MASKED,MASKED,True
B1626,MASKED,6F053,2025-04-17 11:37:36.952,CANCELLED,MASKED,25C,MASKED,MASKED,True
B1627,MASKED,UK012,2026-01-09 11:37:36.952,PENDING,MASKED,27E,MASKED,MASKED,True
B1628,MASKED,6F023,2025-11-25 11:37:36.952,PENDING,MASKED,33A,MASKED,MASKED,True
B1629,MASKED,AI250,2026-01-02 11:37:36.952,CONFIRMED,MASKED,11A,MASKED,MASKED,True
B1630,MASKED,AI238,2026-04-07 11:37:36.952,PENDING,MASKED,26F,MASKED,MASKED,True
B1631,MASKED,UK096,2026-02-17 11:37:36.952,CANCELLED,MASKED,24F,MASKED,MASKED,True
B1632,MASKED,UK126,2026-03-30 11:37:36.952,PENDING,MASKED,1D,MASKED,MASKED,True
B1633,MASKED,SJ195,2025-08-30 11:37:36.952,CONFIRMED,MASKED,8E,MASKED,MASKED,True
B1634,MASKED,SJ171,2025-12-25 11:37:36.952,CANCELLED,MASKED,1C,MASKED,MASKED,True
B1637,MASKED,6F035,2025-12-01 11:37:36.952,PENDING,MASKED,27C,MASKED,MASKED,True
B1638,MASKED,UK088,2026-02-23 11:37:36.952,CONFIRMED,MASKED,22C,MASKED,MASKED,True
B1639,MASKED,6F009,2025-09-14 11:37:36.952,CONFIRMED,MASKED,24E,MASKED,MASKED,True
B1640,MASKED,6F004,2026-01-28 11:37:36.952,CANCELLED,MASKED,30B,MASKED,MASKED,True
B1642,MASKED,AI251,2026-02-15 11:37:36.952,PENDING,MASKED,4E,MASKED,MASKED,True
B1643,MASKED,AI027,2026-02-04 11:37:36.952,PENDING,MASKED,14A,MASKED,MASKED,True
B1644,MASKED,SJ165,2025-10-20 11:37:36.952,PENDING,MASKED,20E,MASKED,MASKED,True
B1645,MASKED,UK081,2025-08-16 11:37:36.952,CONFIRMED,MASKED,17D,MASKED,MASKED,True
B1646,MASKED,UK191,2025-09-27 11:37:36.952,CANCELLED,MASKED,28C,MASKED,MASKED,True
B1647,MASKED,SJ188,2025-11-06 11:37:36.952,PENDING,MASKED,14F,MASKED,MASKED,True
B1648,MASKED,6F016,2025-08-09 11:37:36.952,CONFIRMED,MASKED,33D,MASKED,MASKED,True
B1649,MASKED,6F064,2026-04-05 11:37:36.952,PENDING,MASKED,4F,MASKED,MASKED,True
B1651,MASKED,SJ054,2025-09-09 11:37:36.952,CANCELLED,MASKED,21B,MASKED,MASKED,True
B1652,MASKED,6F197,2025-12-19 11:37:36.952,PENDING,MASKED,23C,MASKED,MASKED,True
B1653,MASKED,AI040,2026-03-26 11:37:36.952,CANCELLED,MASKED,31B,MASKED,MASKED,True
B1655,MASKED,6F141,2025-10-09 11:37:36.952,PENDING,MASKED,7D,MASKED,MASKED,True
B1656,MASKED,UK035,2025-05-12 11:37:36.952,CONFIRMED,MASKED,26E,MASKED,MASKED,True
B1657,MASKED,AI005,2025-08-28 11:37:36.952,CONFIRMED,MASKED,12B,MASKED,MASKED,True
B1658,MASKED,AI001,2025-06-22 11:37:36.952,CONFIRMED,MASKED,18D,MASKED,MASKED,True
B1659,MASKED,UK211,2026-01-17 11:37:36.952,PENDING,MASKED,6D,MASKED,MASKED,True
B1660,MASKED,SJ189,2026-04-04 11:37:36.952,CANCELLED,MASKED,12D,MASKED,MASKED,True
B1661,MASKED,UK006,2025-04-21 11:37:36.952,PENDING,MASKED,18D,MASKED,MASKED,True
B1662,MASKED,6F189,2025-10-13 11:37:36.952,CONFIRMED,MASKED,17A,MASKED,MASKED,True
B1663,MASKED,AI133,2025-05-16 11:37:36.952,CANCELLED,MASKED,15B,MASKED,MASKED,True
B1664,MASKED,SJ216,2025-11-08 11:37:36.952,CONFIRMED,MASKED,25B,MASKED,MASKED,True
B1665,MASKED,SJ133,2026-03-04 11:37:36.952,CANCELLED,MASKED,29D,MASKED,MASKED,True
B1666,MASKED,UK082,2026-03-05 11:37:36.952,PENDING,MASKED,32C,MASKED,MASKED,True
B1667,MASKED,6F136,2026-02-16 11:37:36.952,CANCELLED,MASKED,32C,MASKED,MASKED,True
B1668,MASKED,6F039,2025-04-30 11:37:36.952,PENDING,MASKED,3B,MASKED,MASKED,True
B1669,MASKED,AI011,2025-06-16 11:37:36.952,CONFIRMED,MASKED,3E,MASKED,MASKED,True
B1670,MASKED,SJ225,2025-05-12 11:37:36.952,CANCELLED,MASKED,16C,MASKED,MASKED,True
B1671,MASKED,SJ024,2025-07-08 11:37:36.952,CONFIRMED,MASKED,22C,MASKED,MASKED,True
B1672,MASKED,AI109,2025-08-01 11:37:36.952,CANCELLED,MASKED,14E,MASKED,MASKED,True
B1674,MASKED,UK057,2025-11-03 11:37:36.952,CANCELLED,MASKED,18C,MASKED,MASKED,True
B1675,MASKED,6F111,2025-08-01 11:37:36.952,CANCELLED,MASKED,9A,MASKED,MASKED,True
B1676,MASKED,AI197,2026-04-14 11:37:36.952,PENDING,MASKED,24C,MASKED,MASKED,True
B1677,MASKED,UK127,2026-01-31 11:37:36.952,PENDING,MASKED,29C,MASKED,MASKED,True
B1678,MASKED,6F240,2025-12-31 11:37:36.952,PENDING,MASKED,24B,MASKED,MASKED,True
B1679,MASKED,6F257,2025-08-17 11:37:36.952,CANCELLED,MASKED,25A,MASKED,MASKED,True
B1681,MASKED,SJ135,2026-04-02 11:37:36.952,CANCELLED,MASKED,15C,MASKED,MASKED,True
B1682,MASKED,UK112,2025-07-10 11:37:36.952,CANCELLED,MASKED,20B,MASKED,MASKED,True
B1683,MASKED,AI050,2025-08-07 11:37:36.952,CONFIRMED,MASKED,9C,MASKED,MASKED,True
B1684,MASKED,UK060,2025-11-18 11:37:36.952,PENDING,MASKED,8E,MASKED,MASKED,True
B1685,MASKED,SJ183,2025-05-15 11:37:36.952,CANCELLED,MASKED,25E,MASKED,MASKED,True
B1686,MASKED,UK138,2025-11-17 11:37:36.952,CONFIRMED,MASKED,23E,MASKED,MASKED,True
B1687,MASKED,SJ071,2025-10-12 11:37:36.952,PENDING,MASKED,22F,MASKED,MASKED,True
B1688,MASKED,AI057,2025-06-14 11:37:36.952,PENDING,MASKED,9D,MASKED,MASKED,True
B1689,MASKED,SJ151,2025-07-10 11:37:36.952,CANCELLED,MASKED,20B,MASKED,MASKED,True
B1690,MASKED,SJ144,2025-06-28 11:37:36.952,PENDING,MASKED,12C,MASKED,MASKED,True
B1691,MASKED,SJ087,2026-01-23 11:37:36.952,PENDING,MASKED,12E,MASKED,MASKED,True
B1692,MASKED,SJ066,2026-04-02 11:37:36.952,CONFIRMED,MASKED,18A,MASKED,MASKED,True
B1693,MASKED,AI247,2026-01-02 11:37:36.952,CONFIRMED,MASKED,11F,MASKED,MASKED,True
B1694,MASKED,SJ102,2026-04-01 11:37:36.952,PENDING,MASKED,24D,MASKED,MASKED,True
B1695,MASKED,6F252,2026-04-13 11:37:36.952,CONFIRMED,MASKED,4F,MASKED,MASKED,True
B1696,MASKED,6F055,2025-11-28 11:37:36.952,PENDING,MASKED,11C,MASKED,MASKED,True
B1697,MASKED,AI204,2025-11-12 11:37:36.952,CANCELLED,MASKED,34B,MASKED,MASKED,True
B1698,MASKED,AI016,2026-02-02 11:37:36.952,CONFIRMED,MASKED,31D,MASKED,MASKED,True
B1699,MASKED,AI209,2025-12-11 11:37:36.952,PENDING,MASKED,15D,MASKED,MASKED,True
B1700,MASKED,SJ211,2026-01-04 11:37:36.952,PENDING,MASKED,14B,MASKED,MASKED,True
B1701,MASKED,6F103,2025-10-16 11:37:36.952,CONFIRMED,MASKED,13F,MASKED,MASKED,True
B1702,MASKED,UK182,2025-04-22 11:37:36.952,CONFIRMED,MASKED,31F,MASKED,MASKED,True
B1703,MASKED,6F264,2025-12-25 11:37:36.952,CANCELLED,MASKED,19B,MASKED,MASKED,True
B1704,MASKED,6F027,2025-07-23 11:37:36.952,PENDING,MASKED,29A,MASKED,MASKED,True
B1705,MASKED,UK198,2026-01-31 11:37:36.952,CANCELLED,MASKED,3B,MASKED,MASKED,True
B1706,MASKED,6F171,2025-09-07 11:37:36.952,CANCELLED,MASKED,15C,MASKED,MASKED,True
B1707,MASKED,AI004,2025-07-05 11:37:36.952,CANCELLED,MASKED,1B,MASKED,MASKED,True
B1708,MASKED,6F157,2025-11-22 11:37:36.952,CONFIRMED,MASKED,3C,MASKED,MASKED,True
B1709,MASKED,AI018,2025-10-03 11:37:36.952,CANCELLED,MASKED,22B,MASKED,MASKED,True
B1710,MASKED,UK098,2025-08-05 11:37:36.952,CONFIRMED,MASKED,21E,MASKED,MASKED,True
B1712,MASKED,AI228,2025-09-06 11:37:36.952,CANCELLED,MASKED,17C,MASKED,MASKED,True
B1713,MASKED,SJ242,2025-08-31 11:37:36.952,CANCELLED,MASKED,17D,MASKED,MASKED,True
B1714,MASKED,6F227,2025-12-11 11:37:36.952,PENDING,MASKED,34C,MASKED,MASKED,True
B1715,MASKED,6F037,2025-08-27 11:37:36.952,CANCELLED,MASKED,20C,MASKED,MASKED,True
B1716,MASKED,6F107,2025-12-22 11:37:36.952,PENDING,MASKED,28A,MASKED,MASKED,True
B1717,MASKED,SJ125,2025-11-06 11:37:36.952,CANCELLED,MASKED,14A,MASKED,MASKED,True
B1718,MASKED,UK117,2025-06-17 11:37:36.952,CANCELLED,MASKED,9B,MASKED,MASKED,True
B1719,MASKED,6F192,2025-11-12 11:37:36.952,CANCELLED,MASKED,29E,MASKED,MASKED,True
B1720,MASKED,AI201,2025-11-27 11:37:36.952,CANCELLED,MASKED,27B,MASKED,MASKED,True
B1721,MASKED,SJ126,2026-03-25 11:37:36.952,PENDING,MASKED,21A,MASKED,MASKED,True
B1722,MASKED,AI177,2026-02-10 11:37:36.952,PENDING,MASKED,5E,MASKED,MASKED,True
B1723,MASKED,AI092,2025-12-23 11:37:36.952,CANCELLED,MASKED,26B,MASKED,MASKED,True
B1724,MASKED,6F076,2025-10-10 11:37:36.952,CANCELLED,MASKED,11D,MASKED,MASKED,True
B1725,MASKED,AI185,2025-04-29 11:37:36.952,PENDING,MASKED,1E,MASKED,MASKED,True
B1726,MASKED,AI055,2025-05-14 11:37:36.952,CONFIRMED,MASKED,2B,MASKED,MASKED,True
B1727,MASKED,6F222,2026-03-15 11:37:36.952,CONFIRMED,MASKED,27D,MASKED,MASKED,True
B1728,MASKED,AI090,2025-12-12 11:37:36.952,CONFIRMED,MASKED,1C,MASKED,MASKED,True
B1729,MASKED,AI183,2025-06-03 11:37:36.952,PENDING,MASKED,4F,MASKED,MASKED,True
B1730,MASKED,AI041,2025-04-29 11:37:36.952,PENDING,MASKED,25F,MASKED,MASKED,True
B1731,MASKED,6F210,2025-07-12 11:37:36.952,CONFIRMED,MASKED,25F,MASKED,MASKED,True
B1732,MASKED,AI170,2026-01-15 11:37:36.952,CONFIRMED,MASKED,3A,MASKED,MASKED,True
B1733,MASKED,SJ008,2026-04-16 11:37:36.952,CANCELLED,MASKED,2E,MASKED,MASKED,True
B1734,MASKED,AI049,2025-09-29 11:37:36.952,PENDING,MASKED,27E,MASKED,MASKED,True
B1735,MASKED,SJ132,2025-05-12 11:37:36.952,PENDING,MASKED,34E,MASKED,MASKED,True
B1736,MASKED,SJ224,2026-01-26 11:37:36.952,CONFIRMED,MASKED,28E,MASKED,MASKED,True
B1737,MASKED,UK038,2025-06-11 11:37:36.952,CONFIRMED,MASKED,1E,MASKED,MASKED,True
B1738,MASKED,SJ220,2025-08-14 11:37:36.952,PENDING,MASKED,27B,MASKED,MASKED,True
B1739,MASKED,6F124,2025-06-29 11:37:36.952,CANCELLED,MASKED,34F,MASKED,MASKED,True
B1740,MASKED,SJ164,2025-11-16 11:37:36.952,CONFIRMED,MASKED,14D,MASKED,MASKED,True
B1741,MASKED,AI026,2025-05-18 11:37:36.952,PENDING,MASKED,18E,MASKED,MASKED,True
B1742,MASKED,6F144,2025-09-14 11:37:36.952,PENDING,MASKED,16D,MASKED,MASKED,True
B1744,MASKED,UK139,2025-09-05 11:37:36.952,CANCELLED,MASKED,10A,MASKED,MASKED,True
B1745,MASKED,UK139,2025-05-20 11:37:36.952,CONFIRMED,MASKED,27B,MASKED,MASKED,True
B1746,MASKED,SJ140,2025-08-31 11:37:36.952,CONFIRMED,MASKED,34D,MASKED,MASKED,True
B1747,MASKED,6F131,2025-04-20 11:37:36.952,CONFIRMED,MASKED,9F,MASKED,MASKED,True
B1748,MASKED,UK128,2025-11-15 11:37:36.952,PENDING,MASKED,9A,MASKED,MASKED,True
B1749,MASKED,SJ219,2026-02-19 11:37:36.952,CONFIRMED,MASKED,23D,MASKED,MASKED,True
B1750,MASKED,SJ159,2025-09-21 11:37:36.952,PENDING,MASKED,33D,MASKED,MASKED,True
B1751,MASKED,UK192,2025-09-19 11:37:36.952,CONFIRMED,MASKED,17E,MASKED,MASKED,True
B1752,MASKED,AI014,2025-08-13 11:37:36.952,CANCELLED,MASKED,34F,MASKED,MASKED,True
B1753,MASKED,SJ152,2025-08-08 11:37:36.952,CANCELLED,MASKED,5C,MASKED,MASKED,True
B1754,MASKED,SJ060,2026-02-11 11:37:36.952,PENDING,MASKED,3C,MASKED,MASKED,True
B1755,MASKED,AI127,2026-02-17 11:37:36.952,CANCELLED,MASKED,10F,MASKED,MASKED,True
B1756,MASKED,SJ096,2026-01-27 11:37:36.952,PENDING,MASKED,11F,MASKED,MASKED,True
B1757,MASKED,AI215,2025-04-24 11:37:36.952,PENDING,MASKED,22B,MASKED,MASKED,True
B1758,MASKED,UK009,2026-02-28 11:37:36.952,CANCELLED,MASKED,26B,MASKED,MASKED,True
B1759,MASKED,AI171,2025-10-26 11:37:36.952,PENDING,MASKED,16F,MASKED,MASKED,True
B1760,MASKED,UK151,2026-01-14 11:37:36.952,CANCELLED,MASKED,31B,MASKED,MASKED,True
B1761,MASKED,AI099,2025-05-22 11:37:36.952,CONFIRMED,MASKED,15A,MASKED,MASKED,True
B1762,MASKED,UK050,2025-06-04 11:37:36.952,CONFIRMED,MASKED,32B,MASKED,MASKED,True
B1763,MASKED,UK092,2025-10-06 11:37:36.952,CANCELLED,MASKED,3B,MASKED,MASKED,True
B1764,MASKED,SJ058,2025-06-20 11:37:36.952,CANCELLED,MASKED,13B,MASKED,MASKED,True
B1765,MASKED,SJ090,2025-12-21 11:37:36.952,CANCELLED,MASKED,1C,MASKED,MASKED,True
B1766,MASKED,6F173,2025-09-07 11:37:36.952,CANCELLED,MASKED,1F,MASKED,MASKED,True
B1767,MASKED,AI186,2025-11-19 11:37:36.952,CONFIRMED,MASKED,6D,MASKED,MASKED,True
B1768,MASKED,AI130,2026-03-23 11:37:36.952,PENDING,MASKED,13C,MASKED,MASKED,True
B1770,MASKED,6F203,2025-08-04 11:37:36.952,CONFIRMED,MASKED,8D,MASKED,MASKED,True
B1771,MASKED,6F138,2025-05-24 11:37:36.952,PENDING,MASKED,1F,MASKED,MASKED,True
B1773,MASKED,AI074,2026-01-01 11:37:36.952,PENDING,MASKED,16E,MASKED,MASKED,True
B1774,MASKED,UK161,2026-01-07 11:37:36.952,CANCELLED,MASKED,1B,MASKED,MASKED,True
B1775,MASKED,AI008,2025-06-19 11:37:36.952,CANCELLED,MASKED,14B,MASKED,MASKED,True
B1776,MASKED,UK121,2025-12-27 11:37:36.952,CANCELLED,MASKED,17A,MASKED,MASKED,True
B1777,MASKED,6F154,2025-04-26 11:37:36.952,CONFIRMED,MASKED,11A,MASKED,MASKED,True
B1778,MASKED,6F161,2025-08-01 11:37:36.952,CONFIRMED,MASKED,10D,MASKED,MASKED,True
B1779,MASKED,6F153,2026-02-01 11:37:36.952,PENDING,MASKED,22B,MASKED,MASKED,True
B1780,MASKED,6F225,2026-02-10 11:37:36.952,PENDING,MASKED,11B,MASKED,MASKED,True
B1781,MASKED,AI191,2026-02-09 11:37:36.952,PENDING,MASKED,18C,MASKED,MASKED,True
B1782,MASKED,AI218,2025-08-18 11:37:36.952,CONFIRMED,MASKED,25F,MASKED,MASKED,True
B1783,MASKED,6F267,2025-09-28 11:37:36.952,PENDING,MASKED,25D,MASKED,MASKED,True
B1784,MASKED,UK125,2025-08-20 11:37:36.952,CANCELLED,MASKED,1B,MASKED,MASKED,True
B1785,MASKED,6F208,2025-08-19 11:37:36.952,PENDING,MASKED,1B,MASKED,MASKED,True
B1786,MASKED,6F119,2026-02-12 11:37:36.952,CANCELLED,MASKED,26B,MASKED,MASKED,True
B1787,MASKED,AI063,2025-07-11 11:37:36.952,CONFIRMED,MASKED,1E,MASKED,MASKED,True
B1788,MASKED,UK016,2025-06-05 11:37:36.952,CANCELLED,MASKED,2B,MASKED,MASKED,True
B1789,MASKED,6F048,2026-01-13 11:37:36.952,CANCELLED,MASKED,30F,MASKED,MASKED,True
B1790,MASKED,6F266,2025-04-23 11:37:36.952,CANCELLED,MASKED,28A,MASKED,MASKED,True
B1791,MASKED,AI167,2026-02-24 11:37:36.952,CONFIRMED,MASKED,3C,MASKED,MASKED,True
B1792,MASKED,6F165,2026-01-17 11:37:36.952,CONFIRMED,MASKED,8E,MASKED,MASKED,True
B1793,MASKED,SJ104,2025-11-25 11:37:36.952,CONFIRMED,MASKED,14C,MASKED,MASKED,True
B1794,MASKED,UK160,2025-06-26 11:37:36.952,CONFIRMED,MASKED,8D,MASKED,MASKED,True
B1795,MASKED,UK160,2026-03-21 11:37:36.952,PENDING,MASKED,9C,MASKED,MASKED,True
B1796,MASKED,SJ230,2025-11-28 11:37:36.952,CONFIRMED,MASKED,9B,MASKED,MASKED,True
B1797,MASKED,AI042,2025-06-03 11:37:36.952,CANCELLED,MASKED,1A,MASKED,MASKED,True
B1798,MASKED,UK197,2025-05-16 11:37:36.952,CONFIRMED,MASKED,23E,MASKED,MASKED,True
B1799,MASKED,AI107,2026-02-05 11:37:36.952,PENDING,MASKED,16E,MASKED,MASKED,True
B1800,MASKED,SJ128,2025-08-22 11:37:36.952,PENDING,MASKED,7F,MASKED,MASKED,True
B1801,MASKED,6F121,2026-04-14 11:37:36.952,PENDING,MASKED,34F,MASKED,MASKED,True
B1803,MASKED,SJ137,2026-02-21 11:37:36.952,CONFIRMED,MASKED,24F,MASKED,MASKED,True
B1804,MASKED,AI232,2025-11-12 11:37:36.952,CONFIRMED,MASKED,1F,MASKED,MASKED,True
B1805,MASKED,SJ113,2025-10-26 11:37:36.952,CONFIRMED,MASKED,14B,MASKED,MASKED,True
B1806,MASKED,AI117,2025-08-02 11:37:36.952,CANCELLED,MASKED,17A,MASKED,MASKED,True
B1807,MASKED,6F185,2025-06-28 11:37:36.952,CANCELLED,MASKED,12C,MASKED,MASKED,True
B1808,MASKED,AI194,2026-01-26 11:37:36.952,PENDING,MASKED,3B,MASKED,MASKED,True
B1809,MASKED,UK045,2026-04-09 11:37:36.952,PENDING,MASKED,13B,MASKED,MASKED,True
B1810,MASKED,6F228,2026-03-20 11:37:36.952,CONFIRMED,MASKED,34B,MASKED,MASKED,True
B1811,MASKED,SJ190,2026-04-04 11:37:36.952,CANCELLED,MASKED,25A,MASKED,MASKED,True
B1812,MASKED,AI156,2026-01-06 11:37:36.952,CANCELLED,MASKED,8A,MASKED,MASKED,True
B1814,MASKED,UK033,2025-06-22 11:37:36.952,CONFIRMED,MASKED,26C,MASKED,MASKED,True
B1815,MASKED,UK137,2025-05-01 11:37:36.952,PENDING,MASKED,3C,MASKED,MASKED,True
B1816,MASKED,UK214,2025-06-21 11:37:36.952,PENDING,MASKED,20F,MASKED,MASKED,True
B1817,MASKED,6F033,2025-06-07 11:37:36.952,PENDING,MASKED,28D,MASKED,MASKED,True
B1818,MASKED,AI114,2025-11-07 11:37:36.952,CONFIRMED,MASKED,26B,MASKED,MASKED,True
B1819,MASKED,AI017,2026-01-19 11:37:36.952,CONFIRMED,MASKED,21E,MASKED,MASKED,True
B1820,MASKED,6F244,2025-12-01 11:37:36.952,PENDING,MASKED,18E,MASKED,MASKED,True
B1821,MASKED,6F160,2025-11-27 11:37:36.952,PENDING,MASKED,1C,MASKED,MASKED,True
B1822,MASKED,6F088,2026-01-05 11:37:36.952,CANCELLED,MASKED,17D,MASKED,MASKED,True
B1823,MASKED,6F155,2025-11-26 11:37:36.952,CANCELLED,MASKED,19E,MASKED,MASKED,True
